_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,ev0a,ev10a,ev11a,ev12a,ev13a,ev14a,ev15a,ev16a,ev17a,ev18a,ev19a,ev1a,ev20a,ev21a,ev22a,ev23a,ev24a,ev25a,ev26a,ev27a,ev28a,ev29a,ev2a,ev3a,ev4a,ev5a,ev6a,ev7a,ev8a,ev9a,eventstate0,eventstate1,eventstate10,eventstate11,eventstate12,eventstate13,eventstate14,eventstate15,eventstate16,eventstate17,eventstate18,eventstate19,eventstate2,eventstate20,eventstate21,eventstate22,eventstate23,eventstate24,eventstate25,eventstate26,eventstate27,eventstate28,eventstate29,eventstate3,eventstate4,eventstate5,eventstate6,eventstate7,eventstate8,eventstate9,eventtype0,eventtype1,eventtype10,eventtype11,eventtype12,eventtype13,eventtype14,eventtype15,eventtype16,eventtype17,eventtype18,eventtype19,eventtype2,eventtype20,eventtype21,eventtype22,eventtype23,eventtype24,eventtype25,eventtype26,eventtype27,eventtype28,eventtype29,eventtype3,eventtype4,eventtype5,eventtype6,eventtype7,eventtype8,eventtype9,noevents,othertextfield0,othertextfield1,othertextfield10,othertextfield11,othertextfield12,othertextfield13,othertextfield14,othertextfield15,othertextfield16,othertextfield17,othertextfield18,othertextfield19,othertextfield2,othertextfield20,othertextfield21,othertextfield22,othertextfield23,othertextfield24,othertextfield25,othertextfield26,othertextfield27,othertextfield28,othertextfield29,othertextfield3,othertextfield4,othertextfield5,othertextfield6,othertextfield7,othertextfield8,othertextfield9,step_2_for_each_event_you_have_highlighted_select_the_event_state_and_the_event_type,verification,id,sentence,,
714042444,5/15/2015 11:25:52,1636851378,5/15/2015 11:25:18,false,clixsense,0.9553,31579138,AUS,2,Hurstville,14.200.129.68,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,In composite trading on the New York Stock Exchange  Telerate shares closed at $19.50  up 12.5 cents . ',,
714042444,5/15/2015 18:03:44,1637088871,5/15/2015 18:02:50,false,instagc,0.9556,31861996,USA,FL,Homestead,73.46.199.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,In composite trading on the New York Stock Exchange  Telerate shares closed at $19.50  up 12.5 cents . ',,
714042444,5/15/2015 23:45:22,1637296884,5/15/2015 23:44:17,false,clixsense,0.9219,25038425,AUS,2,Sydney,49.182.141.128,1-2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,Has happened,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,In composite trading on the New York Stock Exchange  Telerate shares closed at $19.50  up 12.5 cents . ',,
714042444,5/16/2015 11:30:26,1637590318,5/16/2015 11:29:48,false,gifthunterclub,0.9291,30901412,GBR,G5,Margate,85.210.126.166,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,Is happening,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,In composite trading on the New York Stock Exchange  Telerate shares closed at $19.50  up 12.5 cents . ',,
714042444,5/16/2015 13:28:31,1637624350,5/16/2015 13:27:55,false,prodege,0.9477,26499212,CAN,ON,Cambridge,70.27.17.155,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,In composite trading on the New York Stock Exchange  Telerate shares closed at $19.50  up 12.5 cents . ',,
714042444,5/16/2015 13:38:12,1637627271,5/16/2015 13:37:40,false,fusioncash,0.9334,23163165,USA,GA,Marietta,71.199.144.152,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,In composite trading on the New York Stock Exchange  Telerate shares closed at $19.50  up 12.5 cents . ',,
714042444,5/17/2015 09:29:04,1638011254,5/17/2015 09:28:29,false,dailyrewardsca,0.9543,32219778,CAN,ON,Ottawa,135.23.113.44,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,In composite trading on the New York Stock Exchange  Telerate shares closed at $19.50  up 12.5 cents . ',,
714042444,5/17/2015 11:21:12,1638029993,5/17/2015 11:20:33,false,prodege,0.9498,14848125,GBR,L6,Shrewsbury,86.138.223.142,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,In composite trading on the New York Stock Exchange  Telerate shares closed at $19.50  up 12.5 cents . ',,
714042444,5/17/2015 13:11:14,1638050473,5/17/2015 13:10:31,false,prodege,0.9503,14528761,GBR,V2,Glasgow,2.222.244.231,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,In composite trading on the New York Stock Exchange  Telerate shares closed at $19.50  up 12.5 cents . ',,
714042444,5/17/2015 13:19:11,1638052297,5/17/2015 13:17:53,false,instagc,0.9548,27959072,IRL,"","",86.40.156.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,there is no event mentioned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,In composite trading on the New York Stock Exchange  Telerate shares closed at $19.50  up 12.5 cents . ',,
714042445,5/9/2015 04:51:21,1632976943,5/9/2015 04:35:33,false,clixsense,0.9803,6363498,USA,GA,Fort Valley,23.125.3.6,4-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/9/2015 07:58:56,1633052064,5/9/2015 07:58:24,false,instagc,0.9834,13581319,USA,IL,Mount Vernon,66.232.166.86,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/9/2015 10:40:08,1633113213,5/9/2015 10:39:52,false,clixsense,0.9801,6352682,GBR,H9,London,2.125.111.168,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/9/2015 13:08:41,1633168664,5/9/2015 13:08:19,false,elite,0.9624,31913360,GBR,"","",88.150.208.28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/9/2015 15:52:49,1633239981,5/9/2015 15:52:18,false,instagc,0.9766,32352104,USA,ME,Bangor,74.75.63.81,3-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/9/2015 18:33:50,1633302055,5/9/2015 18:33:21,false,prodege,0.9723,19094317,USA,AZ,Tucson,68.228.35.152,2-3,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,Has happened,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/10/2015 01:28:24,1633474695,5/10/2015 01:27:24,false,elite,0.9535,31848723,CAN,BC,Vancouver,162.245.145.108,3,,,,,,,,,,,24,,,,,,,,,,,32,,,,,,,,Has happened,Is happening,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,Perception,Perception,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/10/2015 02:57:21,1633503923,5/10/2015 02:56:42,false,elite,0.9543,32306791,USA,TX,Dallas,69.162.75.20,24,,,,,,,,,,,3,,,,,,,,,,,31,34,,,,,,,Has happened,Has happened,,,,,,,,,,,Has happened,,,,,,,,,,,Has happened,,,,,,,Reporting,Perception,,,,,,,,,,,Perception,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/10/2015 03:05:06,1633506195,5/10/2015 03:04:17,false,clixsense,0.9442,30313955,GBR,K5,Poole,2.30.145.202,26,,,,,,,,,,,30,,,,,,,,,,,32,,,,,,,,Has happened,Has happened,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/10/2015 08:45:54,1633578898,5/10/2015 08:45:04,false,elite,0.9556,32732290,GBR,A7,Birmingham,86.147.79.250,3,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,Has happened,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/10/2015 08:54:11,1633580566,5/10/2015 08:53:08,false,elite,0.962,31883685,GBR,H2,Accrington,80.47.186.28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/10/2015 09:56:44,1633594379,5/10/2015 09:55:52,false,clixsense,0.9689,29155723,GBR,H8,Liverpool,92.15.162.187,4-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/10/2015 10:53:13,1633605100,5/10/2015 10:52:30,false,clixsense,0.9566,29095456,IRL,7,Dublin,79.97.202.104,29,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,Is happening,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/10/2015 11:39:23,1633615218,5/10/2015 11:38:38,false,clixsense,0.9651,28351359,GBR,"","",92.19.153.207,3,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,Has happened,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042445,5/10/2015 15:47:24,1633677452,5/10/2015 15:46:22,false,instagc,0.9612,26611897,GBR,A7,Birmingham,92.16.102.73,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share  ents a share  but ssa share  but said the losses for the unusual items were larger than expected . ',,
714042446,5/15/2015 08:17:28,1636799007,5/15/2015 08:16:48,false,prodege,0.9523,18793920,USA,CA,Salinas,73.162.0.87,4,,,,,,,,,,,24,,,,,,,,,,,34,68,,,,,,,Has happened,Has happened,,,,,,,,,,,Is happening,,,,,,,,,,,Has happened,,,,,,,Intention or Attempt,Intention or Attempt,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/15/2015 11:32:10,1636852984,5/15/2015 11:30:49,false,clixsense,0.9553,31579138,AUS,2,Hurstville,14.200.129.68,4,,,,,,,,,,,34,,,,,,,,,,,55,59-61,,,,,,,Has happened,Will happen,,,,,,,,,,,Is happening,,,,,,,,,,,Will happen,,,,,,,Reporting,Intention or Attempt,,,,,,,,,,,Reporting,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/16/2015 00:03:46,1637305114,5/15/2015 23:56:24,false,clixsense,0.9219,25038425,AUS,2,Sydney,49.182.141.128,3,,,,,,,,,,,3-4,,,,,,,,,,,25-34,50-51,54-55,63-68,,,,,Has happened,Is happening,,,,,,,,,,,Will happen,,,,,,,,,,,Will happen,Is happening,Is happening,,,,,Reporting,Intention or Attempt,,,,,,,,,,,Perception,,,,,,,,,,,Perception,Reporting,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/16/2015 13:33:12,1637625816,5/16/2015 13:32:15,false,prodege,0.9477,26499212,CAN,ON,Cambridge,70.27.17.155,4,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,Has happened,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/17/2015 09:33:21,1638011895,5/17/2015 09:32:12,false,dailyrewardsca,0.9543,32219778,CAN,ON,Ottawa,135.23.113.44,4,,,,,,,,,,,24,,,,,,,,,,,33-34,63-68,,,,,,,Has happened,Has happened,,,,,,,,,,,Will happen,,,,,,,,,,,Is happening,,,,,,,Reporting,Reporting,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/17/2015 13:14:01,1638051167,5/17/2015 13:13:20,false,prodege,0.9503,14528761,GBR,V2,Glasgow,2.222.244.231,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/17/2015 17:21:35,1638113724,5/17/2015 17:10:51,false,clixsense,0.9589,17950689,GBR,Y9,Tonypandy,92.2.44.79,1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/18/2015 01:03:25,1638262962,5/18/2015 01:02:40,false,clixsense,0.9632,6574449,USA,NY,Lockport,69.204.2.158,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/18/2015 03:26:28,1638305532,5/18/2015 03:23:53,false,clixsense,0.9557,32609988,USA,IL,Chicago,208.54.80.161,1-4,,,,,,,,,,,23-24,,,,,,,,,,,33-35,50-51,54-55,63-68,,,,,Has happened,Is happening,,,,,,,,,,,Will happen,,,,,,,,,,,Will happen,Is happening,Will happen,,,,,Perception,Reporting,,,,,,,,,,,Reporting,,,,,,,,,,,Intention or Attempt,Reporting,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/18/2015 03:28:45,1638306092,5/18/2015 03:27:34,false,prodege,0.9692,27081124,USA,IL,Rolling Meadows,24.12.163.210,1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/18/2015 07:49:45,1638364366,5/18/2015 07:48:27,false,instagc,0.9711,30442301,USA,OR,Coos Bay,71.12.121.242,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/18/2015 08:47:30,1638376405,5/18/2015 08:46:45,false,bitcoinget,0.9737,30546513,GBR,G6,Hull,194.42.67.50,1,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,Has happened,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/18/2015 18:38:56,1638608255,5/18/2015 18:35:22,false,zoombucks,0.9436,6744840,CAN,BC,Kelowna,174.4.58.160,3,,,,,,,,,,,34,,,,,,,,,,,68,,,,,,,,Has happened,Will happen,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/18/2015 20:38:30,1638672568,5/18/2015 20:36:41,false,personaly,0.9487,32060683,CAN,QC,Vaudreuil,70.80.60.146,24,,,,,,,,,,,4,,,,,,,,,,,34,51,68,,,,,,Has happened,Has happened,,,,,,,,,,,Will happen,,,,,,,,,,,Will happen,Is happening,,,,,,Reporting,Perception,,,,,,,,,,,Perception,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042446,5/20/2015 20:33:05,1639857183,5/20/2015 20:29:39,false,fusioncash,0.9334,23163165,USA,GA,Marietta,71.199.144.152,4,,,,,,,,,,,33,,,,,,,,,,,34,60,54,55,,,,,Has happened,Will happen,,,,,,,,,,,Will happen,,,,,,,,,,,Has happened,Is happening,Is happening,,,,,Reporting,Intention or Attempt,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,Perception,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,The stock 's decline accelerated in the past two weeks  from a price of $8 a share on Oct. 9 . Columbia officials said they do n 't know how quickly they will dispose of the thrift 's junk bonds  because federal regulations  such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries  have n 't yet been completed . ,,
714042447,6/8/2015 10:40:59,1655204673,6/8/2015 10:40:36,false,instagc,0.9498,19425875,USA,OH,Mansfield,71.50.37.124,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,But investors are approaching the changes with caution shares of AT and T down nearly four at sixty-one and a half . ',,
714042447,6/8/2015 22:23:40,1656131463,6/8/2015 22:23:07,false,elite,0.9637,32232485,USA,"","",208.31.49.20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,But investors are approaching the changes with caution shares of AT and T down nearly four at sixty-one and a half . ',,
714042447,6/8/2015 22:28:44,1656137479,6/8/2015 22:28:10,false,prodege,0.9676,33005115,CAN,ON,Pembroke,98.124.8.186,8-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,But investors are approaching the changes with caution shares of AT and T down nearly four at sixty-one and a half . ',,
714042447,6/9/2015 03:46:31,1656486330,6/9/2015 03:45:58,false,elite,0.8958,32309057,USA,NY,New York,107.168.23.155,5,,,,,,,,,,,10,,,,,,,,,,,13,14,20,,,,,,Is happening,Is happening,,,,,,,,,,,Has happened,,,,,,,,,,,Has happened,Has happened,,,,,,Reporting,Reporting,,,,,,,,,,,Reporting,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,But investors are approaching the changes with caution shares of AT and T down nearly four at sixty-one and a half . ',,
